J,delta,theta,time_interval,sample_num,evol_num,train_set_type,loss,gate_fidelity,length
1.0,1.0,0.1,0.1,1,5,product,multi_mags,0.980174870403157,10
1.0,1.0,0.1,0.1,1,6,product,multi_mags,0.97744632647208,10
1.0,1.0,0.1,0.1,1,7,product,multi_mags,0.9769151469585676,10
1.0,1.0,0.1,0.1,1,8,product,multi_mags,0.9785669216203182,10
1.0,1.0,0.1,0.1,1,9,product,multi_mags,0.9768327899398354,10
1.0,1.0,0.1,0.1,1,10,product,multi_mags,0.983354242222428,10
1.0,1.0,0.1,0.1,1,20,product,multi_mags,0.985708172445468,10
1.0,1.0,0.1,0.1,1,30,product,multi_mags,0.9898679847647353,10
1.0,1.0,0.1,0.1,1,40,product,multi_mags,0.9975645466274128,10
1.0,1.0,0.1,0.1,1,50,product,multi_mags,0.999172821425134,10
1.0,1.0,0.1,0.1,1,60,product,multi_mags,0.9960996061531922,10
1.0,1.0,0.1,0.1,1,70,product,multi_mags,0.9995977531155014,10
1.0,1.0,0.1,0.1,1,80,product,multi_mags,0.9995456860065068,10
1.0,1.0,0.1,0.1,1,90,product,multi_mags,0.999700809032522,10
1.0,1.0,0.1,0.1,1,100,product,multi_mags,0.999585406615568,10
1.0,1.0,0.1,0.8,1,1,product,multi_mags,0.2961847490610157,10
1.0,1.0,0.1,0.02,1,1,product,multi_mags,0.9213303766878952,10
1.0,1.0,0.1,0.04,1,1,product,multi_mags,0.954998356547898,10
1.0,1.0,0.1,0.08,1,1,product,multi_mags,0.8427283649965004,10
1.0,1.0,0.1,0.06,1,1,product,multi_mags,0.9831810780102704,10
1.0,1.0,0.1,0.2,1,1,product,multi_mags,0.7431743674375806,10
1.0,1.0,0.1,0.8,1,2,product,multi_mags,0.4577249635263579,10
1.0,1.0,0.1,0.04,1,2,product,multi_mags,0.987472149435418,10
1.0,1.0,0.1,0.02,1,2,product,multi_mags,0.9839924347791328,10
1.0,1.0,0.1,0.08,1,2,product,multi_mags,0.9789981220194512,10
1.0,1.0,0.1,0.06,1,2,product,multi_mags,0.9831641102578964,10
1.0,1.0,0.1,0.2,1,2,product,multi_mags,0.930807254898818,10
1.0,1.0,0.1,0.8,1,3,product,multi_mags,0.6773991703555511,10
1.0,1.0,0.1,0.04,1,3,product,multi_mags,0.9678022308478352,10
1.0,1.0,0.1,0.02,1,3,product,multi_mags,0.9822948256649896,10
1.0,1.0,0.1,0.4,1,1,product,multi_mags,0.7270428970180095,10
1.0,1.0,0.1,0.06,1,3,product,multi_mags,0.9726934190535216,10
1.0,1.0,0.1,0.08,1,3,product,multi_mags,0.974069561672,10
1.0,1.0,0.1,0.2,1,3,product,multi_mags,0.9632293092770798,10
1.0,1.0,0.1,0.6,1,1,product,multi_mags,0.4612901022524868,10
1.0,1.0,0.1,0.8,1,4,product,multi_mags,0.7225383306938176,10
1.0,1.0,0.1,0.04,1,4,product,multi_mags,0.9506731371701734,10
1.0,1.0,0.1,0.02,1,4,product,multi_mags,0.9831120780836688,10
1.0,1.0,0.1,0.4,1,2,product,multi_mags,0.8445561817288095,10
1.0,1.0,0.1,0.06,1,4,product,multi_mags,0.9834170853815276,10
1.0,1.0,0.1,0.08,1,4,product,multi_mags,0.9746996173306836,10
1.0,1.0,0.1,0.2,1,4,product,multi_mags,0.9506896523677232,10
1.0,1.0,0.1,0.6,1,2,product,multi_mags,0.6874253135188371,10
1.0,1.0,0.1,0.8,1,5,product,multi_mags,0.7910540059484975,10
1.0,1.0,0.1,0.04,1,5,product,multi_mags,0.8482458518173908,10
1.0,1.0,0.1,0.02,1,5,product,multi_mags,0.9550612424264578,10
1.0,1.0,0.1,0.06,1,5,product,multi_mags,0.7539488451197801,10
1.0,1.0,0.1,0.08,1,5,product,multi_mags,0.9665575058132482,10
1.0,1.0,0.1,0.4,1,3,product,multi_mags,0.8940192111868593,10
1.0,1.0,0.1,0.2,1,5,product,multi_mags,0.9651886313948874,10
1.0,1.0,0.1,0.6,1,3,product,multi_mags,0.8009542665798034,10
1.0,1.0,0.1,0.8,1,6,product,multi_mags,0.7598568132377266,10
1.0,1.0,0.1,0.04,1,6,product,multi_mags,0.9536911247699243,10
1.0,1.0,0.1,0.02,1,6,product,multi_mags,0.9712166828490753,10
1.0,1.0,0.1,0.06,1,6,product,multi_mags,0.9333734937465216,10
1.0,1.0,0.1,0.08,1,6,product,multi_mags,0.9773882637380265,10
1.0,1.0,0.1,0.4,1,4,product,multi_mags,0.906582931871375,10
1.0,1.0,0.1,0.2,1,6,product,multi_mags,0.9599814017401012,10
1.0,1.0,0.1,0.6,1,4,product,multi_mags,0.870958990470857,10
1.0,1.0,0.1,0.04,1,7,product,multi_mags,0.9847911509503482,10
1.0,1.0,0.1,0.02,1,7,product,multi_mags,0.975491935454222,10
1.0,1.0,0.1,0.8,1,7,product,multi_mags,0.8643908861237193,10
1.0,1.0,0.1,0.06,1,7,product,multi_mags,0.9855186293535332,10
1.0,1.0,0.1,0.08,1,7,product,multi_mags,0.9876628694849922,10
1.0,1.0,0.1,0.4,1,5,product,multi_mags,0.902905301662288,10
1.0,1.0,0.1,0.2,1,7,product,multi_mags,0.9706259830597036,10
1.0,1.0,0.1,0.02,1,8,product,multi_mags,0.9884939717155202,10
1.0,1.0,0.1,0.04,1,8,product,multi_mags,0.9817152816825104,10
1.0,1.0,0.1,0.8,1,8,product,multi_mags,0.9141569472703416,10
1.0,1.0,0.1,0.6,1,5,product,multi_mags,0.8878780602329586,10
1.0,1.0,0.1,0.06,1,8,product,multi_mags,0.9786691422318728,10
1.0,1.0,0.1,0.08,1,8,product,multi_mags,0.9758576138752372,10
1.0,1.0,0.1,0.2,1,8,product,multi_mags,0.9581377642839582,10
1.0,1.0,0.1,0.4,1,6,product,multi_mags,0.937287706031555,10
1.0,1.0,0.1,0.02,1,9,product,multi_mags,0.8594029276377659,10
1.0,1.0,0.1,0.04,1,9,product,multi_mags,0.9877928570031348,10
1.0,1.0,0.1,0.8,1,9,product,multi_mags,0.9604529945388822,10
1.0,1.0,0.1,0.6,1,6,product,multi_mags,0.8957568493551364,10
1.0,1.0,0.1,0.06,1,9,product,multi_mags,0.9755808905330324,10
1.0,1.0,0.1,0.08,1,9,product,multi_mags,0.9806109160655126,10
1.0,1.0,0.1,0.2,1,9,product,multi_mags,0.9711954664838136,10
1.0,1.0,0.1,0.4,1,7,product,multi_mags,0.9196001936737244,10
1.0,1.0,0.1,0.02,1,10,product,multi_mags,0.9578171043410167,10
1.0,1.0,0.1,0.04,1,10,product,multi_mags,0.9840385579290064,10
1.0,1.0,0.1,0.8,1,10,product,multi_mags,0.9447870126005212,10
1.0,1.0,0.1,0.6,1,7,product,multi_mags,0.8908736991561548,10
1.0,1.0,0.1,0.08,1,10,product,multi_mags,0.973781460310107,10
1.0,1.0,0.1,0.06,1,10,product,multi_mags,0.9706464009498708,10
1.0,1.0,0.1,0.2,1,10,product,multi_mags,0.9762024404978796,10
1.0,1.0,0.1,0.4,1,8,product,multi_mags,0.940152801001174,10
1.0,1.0,0.1,0.02,1,20,product,multi_mags,0.9841004271427376,10
1.0,1.0,0.1,0.04,1,20,product,multi_mags,0.9879567298162532,10
1.0,1.0,0.1,0.8,1,20,product,multi_mags,0.998835760646363,10
1.0,1.0,0.1,0.6,1,8,product,multi_mags,0.964278449564618,10
1.0,1.0,0.1,0.08,1,20,product,multi_mags,0.97080865245828,10
1.0,1.0,0.1,0.06,1,20,product,multi_mags,0.9860114764789032,10
1.0,1.0,0.1,0.2,1,20,product,multi_mags,0.989824253761229,10
1.0,1.0,0.1,0.4,1,9,product,multi_mags,0.9611024736883554,10
1.0,1.0,0.1,0.02,1,30,product,multi_mags,0.978932430107522,10
1.0,1.0,0.1,0.04,1,30,product,multi_mags,0.9758992142960358,10
1.0,1.0,0.1,0.8,1,30,product,multi_mags,0.9973908111420148,10
1.0,1.0,0.1,0.6,1,9,product,multi_mags,0.9465882025257184,10
1.0,1.0,0.1,0.08,1,30,product,multi_mags,0.9933785735804396,10
1.0,1.0,0.1,0.06,1,30,product,multi_mags,0.986738651756817,10
1.0,1.0,0.1,0.2,1,30,product,multi_mags,0.9970173890943624,10
1.0,1.0,0.1,0.02,1,40,product,multi_mags,0.9862143971261608,10
1.0,1.0,0.1,0.04,1,40,product,multi_mags,0.9903320583413824,10
1.0,1.0,0.1,0.4,1,10,product,multi_mags,0.9593407702416108,10
1.0,1.0,0.1,0.8,1,40,product,multi_mags,0.9995059593017735,10
1.0,1.0,0.1,0.08,1,40,product,multi_mags,0.9915057761974037,10
1.0,1.0,0.1,0.06,1,40,product,multi_mags,0.9910092255737788,10
1.0,1.0,0.1,0.6,1,10,product,multi_mags,0.9233794981765971,10
1.0,1.0,0.1,0.2,1,40,product,multi_mags,0.9982674228981756,10
1.0,1.0,0.1,0.02,1,50,product,multi_mags,0.9854980880108272,10
1.0,1.0,0.1,0.04,1,50,product,multi_mags,0.972903779228288,10
1.0,1.0,0.1,0.4,1,20,product,multi_mags,0.9865826556683084,10
1.0,1.0,0.1,0.8,1,50,product,multi_mags,0.9997414538410876,10
1.0,1.0,0.1,0.08,1,50,product,multi_mags,0.9893452575138626,10
1.0,1.0,0.1,0.06,1,50,product,multi_mags,0.9971680593596874,10
1.0,1.0,0.1,0.6,1,20,product,multi_mags,0.9991450972730292,10
1.0,1.0,0.1,0.2,1,50,product,multi_mags,0.9997598462932396,10
1.0,1.0,0.1,0.02,1,60,product,multi_mags,0.9885655134704376,10
1.0,1.0,0.1,0.04,1,60,product,multi_mags,0.9718498409547648,10
1.0,1.0,0.1,0.4,1,30,product,multi_mags,0.999692141083645,10
1.0,1.0,0.1,0.8,1,60,product,multi_mags,0.999782213467395,10
1.0,1.0,0.1,0.08,1,60,product,multi_mags,0.9970601189214552,10
1.0,1.0,0.1,0.06,1,60,product,multi_mags,0.9974105795692906,10
1.0,1.0,0.1,0.6,1,30,product,multi_mags,0.9991205260473428,10
1.0,1.0,0.1,0.2,1,60,product,multi_mags,0.9996321195520218,10
1.0,1.0,0.1,0.02,1,70,product,multi_mags,0.990596986822927,10
1.0,1.0,0.1,0.04,1,70,product,multi_mags,0.9964608219269514,10
1.0,1.0,0.1,0.4,1,40,product,multi_mags,0.9997829480958216,10
1.0,1.0,0.1,0.8,1,70,product,multi_mags,0.9996792847474424,10
1.0,1.0,0.1,0.06,1,70,product,multi_mags,0.9985489000249788,10
1.0,1.0,0.1,0.08,1,70,product,multi_mags,0.9992719047156748,10
1.0,1.0,0.1,0.6,1,40,product,multi_mags,0.9993918655645532,10
1.0,1.0,0.1,0.2,1,70,product,multi_mags,0.9997504796860054,10
1.0,1.0,0.1,0.02,1,80,product,multi_mags,0.9858885508396352,10
1.0,1.0,0.1,0.04,1,80,product,multi_mags,0.9964834004040184,10
1.0,1.0,0.1,0.8,1,80,product,multi_mags,0.999723323848233,10
1.0,1.0,0.1,0.4,1,50,product,multi_mags,0.999448419053814,10
1.0,1.0,0.1,0.08,1,80,product,multi_mags,0.9979957070808332,10
1.0,1.0,0.1,0.06,1,80,product,multi_mags,0.9979780920361428,10
1.0,1.0,0.1,0.2,1,80,product,multi_mags,0.9997087264552216,10
1.0,1.0,0.1,0.6,1,50,product,multi_mags,0.9997290580905588,10
1.0,1.0,0.1,0.02,1,90,product,multi_mags,0.9871099108057892,10
1.0,1.0,0.1,0.04,1,90,product,multi_mags,0.9965171860801396,10
1.0,1.0,0.1,0.8,1,90,product,multi_mags,0.9998004535409466,10
1.0,1.0,0.1,0.4,1,60,product,multi_mags,0.999536509010006,10
1.0,1.0,0.1,0.08,1,90,product,multi_mags,0.9993148640831758,10
1.0,1.0,0.1,0.06,1,90,product,multi_mags,0.9987222944575868,10
1.0,1.0,0.1,0.2,1,90,product,multi_mags,0.9995822251107208,10
1.0,1.0,0.1,0.02,1,100,product,multi_mags,0.99272367047419,10
1.0,1.0,0.1,0.6,1,60,product,multi_mags,0.9997659678928382,10
1.0,1.0,0.1,0.04,1,100,product,multi_mags,0.9975508110646976,10
1.0,1.0,0.1,0.08,1,100,product,multi_mags,0.998459638301288,10
1.0,1.0,0.1,0.8,1,100,product,multi_mags,0.9988335417756338,10
1.0,1.0,0.1,0.4,1,70,product,multi_mags,0.9998279425427592,10
1.0,1.0,0.1,0.06,1,100,product,multi_mags,0.999687991185496,10
1.0,1.0,0.1,0.2,1,100,product,multi_mags,0.99973850367686,10
1.0,1.0,0.1,0.6,1,70,product,multi_mags,0.9997844524930316,10
1.0,1.0,0.1,0.4,1,80,product,multi_mags,0.9997876768217424,10
1.0,1.0,0.1,0.6,1,80,product,multi_mags,0.9995913283280548,10
1.0,1.0,0.1,0.4,1,90,product,multi_mags,0.9995837152208245,10
1.0,1.0,0.1,0.6,1,90,product,multi_mags,0.999783939817623,10
1.0,1.0,0.5,0.08,1,1,product,multi_mags,0.9637159473734186,10
1.0,1.0,0.5,0.1,1,1,product,multi_mags,0.966449617912636,10
1.0,1.0,0.5,0.06,1,1,product,multi_mags,0.2817801529687546,10
1.0,1.0,0.5,0.02,1,1,product,multi_mags,0.7731080053413751,10
1.0,1.0,0.5,0.2,1,1,product,multi_mags,0.9243070861355874,10
1.0,1.0,0.1,0.4,1,100,product,multi_mags,0.9998587177433658,10
1.0,1.0,0.5,0.04,1,1,product,multi_mags,0.3425514587530481,10
1.0,1.0,0.1,0.6,1,100,product,multi_mags,0.9998526324355856,10
1.0,1.0,0.5,0.08,1,2,product,multi_mags,0.9840545695291536,10
1.0,1.0,0.5,0.06,1,2,product,multi_mags,0.9793845651948824,10
1.0,1.0,0.5,0.1,1,2,product,multi_mags,0.9496978262884068,10
1.0,1.0,0.5,0.2,1,2,product,multi_mags,0.9145188461980404,10
1.0,1.0,0.5,0.02,1,2,product,multi_mags,0.9750555930038872,10
1.0,1.0,0.5,0.04,1,2,product,multi_mags,0.9783147106492588,10
1.0,1.0,0.5,0.4,1,1,product,multi_mags,0.6165783437597245,10
1.0,1.0,0.5,0.08,1,3,product,multi_mags,0.9601773319595468,10
1.0,1.0,0.5,0.1,1,3,product,multi_mags,0.9482390689452428,10
1.0,1.0,0.5,0.06,1,3,product,multi_mags,0.8083204927769212,10
